filename, width, height, class, xmin, ymin, xmax, ymax
G0010113,pothole,3680,2760,1926,1316,1958,1324
G0010114,pothole,3680,2760,1722,1746,1878,1766
G0010114,pothole,3680,2760,1832,1570,1942,1598
G0010114,pothole,3680,2760,1928,1502,2090,1546
G0010114,pothole,3680,2760,2190,1414,2298,1442
G0010114,pothole,3680,2760,2054,1388,2150,1412
G0010114,pothole,3680,2760,2090,1336,2134,1344
G0010114,pothole,3680,2760,1992,1340,2038,1352
G0010114,pothole,3680,2760,1924,1326,1962,1338
G0010115,pothole,3680,2760,1932,1676,2218,1764
G0010115,pothole,3680,2760,2310,1488,2456,1520
G0010115,pothole,3680,2760,2114,1434,2230,1470
G0010115,pothole,3680,2760,2136,1354,2186,1364
G0010115,pothole,3680,2760,2018,1360,2084,1376
G0010115,pothole,3680,2760,1942,1342,1980,1354
G0010116,pothole,3680,2760,2572,1642,2826,1716
G0010116,pothole,3680,2760,2226,1558,2406,1600
G0010116,pothole,3680,2760,2412,1544,2526,1578
G0010116,pothole,3680,2760,2238,1524,2418,1554
G0010116,pothole,3680,2760,2078,1394,2162,1416
G0010116,pothole,3680,2760,2222,1408,2270,1420
G0010116,pothole,3680,2760,2224,1386,2292,1402
G0010116,pothole,3680,2760,1976,1368,2034,1380
G0010117,pothole,3680,2760,1952,1630,2118,1672
G0010117,pothole,3680,2760,2114,1452,2230,1474
G0010117,pothole,3680,2760,2290,1444,2392,1462
G0010117,pothole,3680,2760,2310,1476,2374,1492
G0010117,pothole,3680,2760,1984,1406,2056,1422
G0010117,pothole,3680,2760,2128,1380,2164,1388
G0010117,pothole,3680,2760,2366,1554,2422,1574
G0010117,pothole,3680,2760,2014,1306,2040,1312
G0010118,pothole,3680,2760,2066,1520,2222,1568
G0010118,pothole,3680,2760,2310,1508,2446,1538
G0010118,pothole,3680,2760,2346,1570,2440,1598
G0010118,pothole,3680,2760,1880,1438,1984,1460
G0010118,pothole,3680,2760,2068,1400,2112,1410
G0010118,pothole,3680,2760,2074,1426,2114,1438
G0010118,pothole,3680,2760,1924,1318,1950,1328
G0010118,pothole,3680,2760,1928,1300,1956,1310
G0010119,pothole,3680,2760,1996,1690,2244,1766
G0010119,pothole,3680,2760,2370,1644,2576,1710
G0010119,pothole,3680,2760,1746,1514,1884,1554
G0010119,pothole,3680,2760,2000,1448,2048,1460
G0010119,pothole,3680,2760,1828,1336,1854,1342
G0010119,pothole,3680,2760,1840,1310,1860,1318
G0010120,pothole,3680,2760,1604,1668,1820,1756
G0010120,pothole,3680,2760,1986,1530,2060,1552
G0010120,pothole,3680,2760,2010,1616,2084,1656
G0010120,pothole,3680,2760,1788,1354,1816,1362
G0010120,pothole,3680,2760,1802,1324,1832,1330
G0010121,pothole,3680,2760,2148,1690,2258,1736
G0010121,pothole,3680,2760,1866,1370,1898,1380
G0010121,pothole,3680,2760,1884,1330,1916,1338
G0010122,pothole,3680,2760,1960,1396,2008,1410
G0010122,pothole,3680,2760,1982,1342,2018,1352
G0010123,pothole,3680,2760,1932,1440,1996,1460
G0010123,pothole,3680,2760,1954,1364,1996,1376
G0010124,pothole,3680,2760,1876,1508,1968,1538
G0010124,pothole,3680,2760,1916,1390,1964,1402
G0010125,pothole,3680,2760,1796,1626,1932,1690
G0010125,pothole,3680,2760,1868,1418,1928,1436
G0010126,pothole,3680,2760,1840,1464,1916,1490
G0010127,pothole,3680,2760,1818,1552,1928,1586
G0010128,pothole,3680,2760,1760,1720,1934,1768
G0010128,pothole,3680,2760,1854,1510,1920,1532
G0010128,pothole,3680,2760,2344,1522,2396,1540
G0010148,pothole,3680,2760,1464,1632,1532,1668
G0010148,pothole,3680,2760,1978,1372,2036,1384
G0010148,pothole,3680,2760,1978,1348,2014,1358
G0010148,pothole,3680,2760,1744,1372,1770,1378
G0010148,pothole,3680,2760,1784,1406,1832,1414
G0010148,pothole,3680,2760,1738,1356,1768,1364
G0010149,pothole,3680,2760,1982,1422,2056,1432
G0010149,pothole,3680,2760,1986,1380,2028,1388
G0010149,pothole,3680,2760,1946,1434,1992,1444
G0010149,pothole,3680,2760,1728,1476,1786,1488
G0010149,pothole,3680,2760,1688,1416,1726,1424
G0010149,pothole,3680,2760,1730,1396,1784,1404
G0010149,pothole,3680,2760,1692,1390,1720,1402
G0010149,pothole,3680,2760,1720,1378,1748,1390
G0010149,pothole,3680,2760,1752,1374,1782,1384
G0010150,pothole,3680,2760,1598,1604,1688,1632
G0010150,pothole,3680,2760,1940,1518,2010,1534
G0010150,pothole,3680,2760,1994,1494,2098,1512
G0010150,pothole,3680,2760,1994,1418,2050,1432
G0010150,pothole,3680,2760,1980,1406,2022,1416
G0010150,pothole,3680,2760,1592,1476,1648,1490
G0010150,pothole,3680,2760,1658,1442,1710,1452
G0010150,pothole,3680,2760,1610,1432,1650,1446
G0010150,pothole,3680,2760,1660,1416,1696,1426
G0010150,pothole,3680,2760,1696,1408,1744,1418
G0010151,pothole,3680,2760,1936,1730,2054,1758
G0010151,pothole,3680,2760,2010,1660,2190,1694
G0010151,pothole,3680,2760,2010,1492,2086,1506
G0010151,pothole,3680,2760,1986,1470,2042,1482
G0010151,pothole,3680,2760,1410,1596,1504,1620
G0010151,pothole,3680,2760,1536,1520,1632,1546
G0010151,pothole,3680,2760,1478,1506,1548,1528
G0010151,pothole,3680,2760,1554,1476,1616,1494
G0010151,pothole,3680,2760,1608,1464,1670,1480
G0010151,pothole,3680,2760,1516,1426,1566,1442
G0010152,pothole,3680,2760,1296,1692,1436,1732
G0010152,pothole,3680,2760,1232,1654,1336,1684
G0010152,pothole,3680,2760,1378,1588,1484,1610
G0010152,pothole,3680,2760,1462,1560,1564,1588
G0010152,pothole,3680,2760,1576,1536,1636,1552
G0010152,pothole,3680,2760,1362,1486,1440,1510
G0010152,pothole,3680,2760,1994,1580,2086,1614
G0010152,pothole,3680,2760,2034,1632,2164,1676
G0010153,pothole,3680,2760,1138,1576,1246,1616
G0010153,pothole,3680,2760,1192,1742,1356,1770
G0010153,pothole,3680,2760,1382,1696,1434,1714
G0010153,pothole,3680,2760,1674,1506,1736,1518
G0010153,pothole,3680,2760,1708,1418,1762,1428
G0010759,pothole,3680,2760,2008,1460,2074,1484
G0010760,pothole,3680,2760,2224,1502,2294,1530
G0010761,pothole,3680,2760,2630,1564,2718,1596
G0010762,pothole,3680,2760,3270,1668,3382,1714
G0010763,pothole,3680,2760,486,1470,604,1502
G0010763,pothole,3680,2760,834,1520,904,1546
G0010764,pothole,3680,2760,764,1454,888,1484
G0010764,pothole,3680,2760,1122,1522,1198,1548
G0010765,pothole,3680,2760,1032,1440,1168,1480
G0010765,pothole,3680,2760,1410,1540,1502,1570
G0010766,pothole,3680,2760,1274,1442,1414,1482
G0010766,pothole,3680,2760,1698,1570,1798,1614
G0010767,pothole,3680,2760,1452,1450,1606,1492
G0010767,pothole,3680,2760,1930,1628,2052,1670
G0010768,pothole,3680,2760,1562,1476,1742,1536
G0010769,pothole,3680,2760,1618,1518,1818,1574
G0010770,pothole,3680,2760,1644,1586,1874,1664
G0010813,pothole,3680,2760,1882,1374,1978,1396
G0010814,pothole,3680,2760,1826,1454,2006,1496
G0010815,pothole,3680,2760,1692,1668,2064,1764
G0011195,pothole,3680,2760,1578,1432,1644,1450
G0011196,pothole,3680,2760,1408,1554,1564,1582
G0011242,pothole,3680,2760,1054,1486,1124,1510
G0011242,pothole,3680,2760,1340,1442,1424,1462
G0011242,pothole,3680,2760,1322,1420,1370,1440
G0011243,pothole,3680,2760,22,1740,172,1788
G0011243,pothole,3680,2760,670,1624,858,1676
G0011243,pothole,3680,2760,798,1546,902,1572
G0011244,pothole,3680,2760,2034,1572,2110,1604
G0011427,pothole,3680,2760,1122,1532,1202,1554
G0011427,pothole,3680,2760,1392,1548,1446,1566
G0011474,pothole,3680,2760,1798,1614,2022,1684
G0011474,pothole,3680,2760,2158,1502,2312,1534
G0011474,pothole,3680,2760,2094,1414,2196,1434
G0011477,pothole,3680,2760,1560,1540,1736,1588
G0011488,pothole,3680,2760,2164,1474,2272,1508
G0011490,pothole,3680,2760,2352,1604,2542,1664
G0011490,pothole,3680,2760,2182,1422,2292,1452
G0011491,pothole,3680,2760,2486,1708,2750,1794
G0011491,pothole,3680,2760,2218,1446,2334,1478
G0011492,pothole,3680,2760,2242,1472,2382,1504
G0011493,pothole,3680,2760,2276,1484,2434,1526
G0011495,pothole,3680,2760,2428,1574,2668,1648
G0011496,pothole,3680,2760,2660,1668,2986,1786
G0011503,pothole,3680,2760,2304,1596,2384,1626
G0011503,pothole,3680,2760,1706,1452,1770,1474
G0011504,pothole,3680,2760,1574,1526,1700,1566
G0011504,pothole,3680,2760,2042,1402,2094,1422
G0011504,pothole,3680,2760,2138,1472,2200,1492
G0011525,pothole,3680,2760,2584,1662,2740,1716
G0011525,pothole,3680,2760,2010,1398,2118,1420
G0011526,pothole,3680,2760,2014,1440,2146,1476
G0011527,pothole,3680,2760,2054,1500,2240,1550
G0011529,pothole,3680,2760,2668,1736,2838,1798
G0011529,pothole,3680,2760,3192,1718,3446,1800
G0011529,pothole,3680,2760,2440,1578,2586,1622
G0011555,pothole,3680,2760,2210,1512,2306,1538
G0011555,pothole,3680,2760,2534,1518,2840,1626
G0011556,pothole,3680,2760,2572,1596,2808,1648
G0011556,pothole,3680,2760,2630,1778,2862,1842
G0011558,pothole,3680,2760,1788,1456,1888,1474
G0011559,pothole,3680,2760,1786,1544,1950,1580
G0011560,pothole,3680,2760,2184,1412,2268,1432
G0011561,pothole,3680,2760,2174,1452,2312,1480
G0011563,pothole,3680,2760,2428,1774,2774,1860
G0011563,pothole,3680,2760,2834,1646,2980,1704
G0011564,pothole,3680,2760,1938,1400,2002,1416
G0011566,pothole,3680,2760,2066,1486,2170,1510
G0011567,pothole,3680,2760,2246,1610,2422,1650
G0011569,pothole,3680,2760,2410,1450,2514,1484
G0011570,pothole,3680,2760,2716,1552,2894,1608
G0011572,pothole,3680,2760,1874,1506,1958,1526
G0011572,pothole,3680,2760,2902,1612,3038,1648
G0011572,pothole,3680,2760,2108,1518,2162,1540
G0011573,pothole,3680,2760,2312,1754,2422,1802
G0011573,pothole,3680,2760,1860,1706,2020,1764
G0011581,pothole,3680,2760,2080,1554,2280,1598
G0011581,pothole,3680,2760,2592,1596,2824,1662
G0011581,pothole,3680,2760,1270,1632,1434,1714
G0011586,pothole,3680,2760,1216,1628,1472,1682
G0011586,pothole,3680,2760,1966,1604,2088,1640
G0011586,pothole,3680,2760,2078,1502,2264,1540
G0011588,pothole,3680,2760,1264,1642,1430,1694
G0011588,pothole,3680,2760,1778,1476,1860,1502
G0011589,pothole,3680,2760,1758,1560,1898,1600
G0011589,pothole,3680,2760,1602,1542,1698,1566
G0011589,pothole,3680,2760,1640,1462,1730,1482
G0011589,pothole,3680,2760,1974,1418,2038,1432
G0011589,pothole,3680,2760,2002,1388,2074,1402
G0011590,pothole,3680,2760,1424,1738,1574,1782
G0011590,pothole,3680,2760,1538,1518,1666,1556
G0011590,pothole,3680,2760,2020,1446,2090,1464
G0011590,pothole,3680,2760,2194,1442,2238,1456
G0011590,pothole,3680,2760,2204,1482,2314,1510
G0011590,pothole,3680,2760,2038,1400,2126,1418
G0011591,pothole,3680,2760,1236,1694,1486,1784
G0011591,pothole,3680,2760,2068,1514,2164,1542
G0011591,pothole,3680,2760,2392,1598,2558,1648
G0011591,pothole,3680,2760,2532,1564,2714,1610
G0011591,pothole,3680,2760,2322,1510,2390,1536
G0011591,pothole,3680,2760,2096,1420,2180,1452
G0011592,pothole,3680,2760,2174,1700,2376,1766
G0011592,pothole,3680,2760,2576,1678,2710,1730
G0011592,pothole,3680,2760,2150,1490,2268,1528
G0011592,pothole,3680,2760,1634,1514,1832,1550
G0011593,pothole,3680,2760,1376,1670,1744,1770
G0011593,pothole,3680,2760,2280,1612,2448,1676
G0011593,pothole,3680,2760,2644,1546,2794,1614
G0011594,pothole,3680,2760,3128,1718,3390,1842
G0011594,pothole,3680,2760,1514,1528,1640,1552
G0011595,pothole,3680,2760,1080,1748,1350,1824
G0011609,pothole,3680,2760,1600,1492,1646,1508
G0011610,pothole,3680,2760,1354,1658,1448,1686
G0011612,pothole,3680,2760,2018,1378,2064,1388
G0011613,pothole,3680,2760,2048,1406,2096,1418
G0011615,pothole,3680,2760,2226,1528,2366,1566
G0011615,pothole,3680,2760,2148,1472,2212,1490
G0011615,pothole,3680,2760,2106,1454,2152,1464
G0011618,pothole,3680,2760,1730,1398,1802,1410
G0011619,pothole,3680,2760,1668,1432,1772,1452
G0011620,pothole,3680,2760,1564,1490,1718,1516
G0011621,pothole,3680,2760,1384,1586,1614,1640
G0011635,pothole,3680,2760,2004,1440,2066,1458
G0011636,pothole,3680,2760,2060,1508,2154,1532
G0011637,pothole,3680,2760,2252,1704,2436,1766
G0011641,pothole,3680,2760,2004,1420,2064,1436
G0011642,pothole,3680,2760,2052,1476,2132,1502
G0011643,pothole,3680,2760,2164,1612,2308,1672
G0011663,pothole,3680,2760,2144,1462,2206,1480
G0011700,pothole,3680,2760,1884,1360,1920,1372
G0011701,pothole,3680,2760,1890,1368,1928,1380
G0011702,pothole,3680,2760,1886,1386,1938,1402
G0011703,pothole,3680,2760,1870,1408,1952,1428
G0011704,pothole,3680,2760,1860,1444,1958,1472
G0011759,pothole,3680,2760,2222,1516,2284,1532
G0011759,pothole,3680,2760,2046,1412,2098,1422
G0011759,pothole,3680,2760,2324,1404,2412,1414
G0011759,pothole,3680,2760,2298,1408,2384,1420
G0011760,pothole,3680,2760,2268,1608,2374,1630
G0011760,pothole,3680,2760,2020,1442,2082,1452
G0011760,pothole,3680,2760,2350,1430,2450,1444
G0011760,pothole,3680,2760,2314,1442,2384,1454
G0011761,pothole,3680,2760,1996,1478,2072,1492
G0011761,pothole,3680,2760,2398,1460,2510,1476
G0011761,pothole,3680,2760,2358,1476,2504,1502
G0011761,pothole,3680,2760,2126,1498,2184,1512
G0011762,pothole,3680,2760,1968,1534,2068,1560
G0011762,pothole,3680,2760,2144,1572,2224,1592
G0011762,pothole,3680,2760,2434,1536,2602,1568
G0011762,pothole,3680,2760,2464,1504,2622,1532
G0011763,pothole,3680,2760,1948,1632,2082,1670
G0011763,pothole,3680,2760,2202,1698,2314,1738
G0011763,pothole,3680,2760,2580,1630,2772,1682
G0011763,pothole,3680,2760,2598,1578,2794,1622
G0011763,pothole,3680,2760,1972,1458,2060,1472
G0011764,pothole,3680,2760,2860,1686,3142,1768
G0011764,pothole,3680,2760,1964,1496,2072,1510
G0011764,pothole,3680,2760,2140,1508,2224,1532
G0011764,pothole,3680,2760,1632,1444,1674,1456
G0011766,pothole,3680,2760,2242,1668,2432,1724
G0011766,pothole,3680,2760,1662,1528,1750,1554
G0011766,pothole,3680,2760,2506,1724,2740,1766
G0011767,pothole,3680,2760,1754,1592,1924,1640
G0011767,pothole,3680,2760,1588,1510,1674,1526
G0011767,pothole,3680,2760,1886,1390,1954,1402
G0011768,pothole,3680,2760,1608,1580,1712,1604
G0011768,pothole,3680,2760,1966,1410,2048,1422
G0011770,pothole,3680,2760,1892,1464,2008,1482
G0011770,pothole,3680,2760,1688,1430,1734,1448
G0011771,pothole,3680,2760,1836,1520,1990,1544
G0011771,pothole,3680,2760,1600,1472,1656,1488
G0011774,pothole,3680,2760,1054,1682,1228,1730
G0011774,pothole,3680,2760,1426,1532,1480,1542
G0011775,pothole,3680,2760,1190,1648,1264,1668
G0011866,pothole,3680,2760,1950,1442,1988,1454
G0011866,pothole,3680,2760,1802,1434,1836,1446
G0011867,pothole,3680,2760,1940,1486,1980,1496
G0011867,pothole,3680,2760,1762,1474,1812,1490
G0011868,pothole,3680,2760,1932,1548,1990,1562
G0011868,pothole,3680,2760,1732,1526,1794,1546
G0011869,pothole,3680,2760,1920,1576,1988,1592
G0011869,pothole,3680,2760,1694,1548,1770,1570
G0011869,pothole,3680,2760,1870,1502,1922,1516
G0011870,pothole,3680,2760,1914,1588,1988,1606
G0011870,pothole,3680,2760,1666,1556,1750,1578
G0011870,pothole,3680,2760,1844,1506,1910,1522
G0011871,pothole,3680,2760,1926,1614,2006,1636
G0011871,pothole,3680,2760,1648,1568,1740,1596
G0011871,pothole,3680,2760,1846,1514,1912,1534
G0011872,pothole,3680,2760,1936,1660,2030,1686
G0011872,pothole,3680,2760,1636,1604,1734,1640
G0011872,pothole,3680,2760,1850,1536,1928,1560
G0011873,pothole,3680,2760,1234,1726,1334,1758
G0011873,pothole,3680,2760,1936,1730,2038,1766
G0011873,pothole,3680,2760,1592,1654,1706,1698
G0011873,pothole,3680,2760,1838,1566,1932,1598
G0011873,pothole,3680,2760,1668,1556,1712,1572
G0011874,pothole,3680,2760,1458,1698,1618,1764
G0011874,pothole,3680,2760,1774,1582,1896,1626
G0011874,pothole,3680,2760,1586,1562,1632,1580
G0011875,pothole,3680,2760,1672,1646,1832,1712
G0011875,pothole,3680,2760,1278,1706,1378,1732
G0011875,pothole,3680,2760,1452,1614,1504,1642
G0011877,pothole,3680,2760,1544,1576,1652,1598
G0011877,pothole,3680,2760,2344,1526,2402,1540
G0011880,pothole,3680,2760,1374,1572,1452,1596
G0011935,pothole,3680,2760,1804,1632,1926,1672
G0011936,pothole,3680,2760,2376,1412,2418,1424
G0011936,pothole,3680,2760,2254,1400,2296,1410
G0011937,pothole,3680,2760,1964,1532,2050,1554
G0011937,pothole,3680,2760,2402,1426,2452,1440
G0011937,pothole,3680,2760,2272,1416,2316,1430
G0011938,pothole,3680,2760,1972,1624,2086,1658
G0011938,pothole,3680,2760,2808,1574,2898,1592
G0011938,pothole,3680,2760,2466,1442,2526,1456
G0011938,pothole,3680,2760,2316,1428,2354,1440
G0011939,pothole,3680,2760,3158,1694,3290,1722
G0011939,pothole,3680,2760,2568,1472,2630,1484
G0011939,pothole,3680,2760,2376,1458,2422,1470
G0011939,pothole,3680,2760,2554,1506,2630,1522
G0011939,pothole,3680,2760,2448,1452,2490,1462
G0011940,pothole,3680,2760,2726,1550,2824,1572
G0011940,pothole,3680,2760,2706,1498,2788,1520
G0011940,pothole,3680,2760,2470,1480,2520,1492
G0011940,pothole,3680,2760,2540,1468,2592,1482
G0011941,pothole,3680,2760,3006,1654,3140,1700
G0011941,pothole,3680,2760,2916,1562,3020,1596
G0011941,pothole,3680,2760,2602,1536,2670,1552
G0011941,pothole,3680,2760,2686,1520,2744,1536
G0011941,pothole,3680,2760,3098,1470,3166,1488
G0011942,pothole,3680,2760,3234,1660,3388,1716
G0011942,pothole,3680,2760,2826,1614,2910,1642
G0011942,pothole,3680,2760,2904,1584,2978,1610
G0011942,pothole,3680,2760,3350,1510,3422,1530
G0011942,pothole,3680,2760,3244,1600,3324,1624
G0011942,pothole,3680,2760,2810,1550,2868,1564
G0011942,pothole,3680,2760,2112,1568,2190,1588
G0011943,pothole,3680,2760,2162,1694,2264,1724
G0011943,pothole,3680,2760,3222,1714,3358,1762
G0011947,pothole,3680,2760,2724,1440,2866,1476
G0011948,pothole,3680,2760,2350,1446,2498,1472
G0011949,pothole,3680,2760,2032,1460,2182,1492
G0011950,pothole,3680,2760,1774,1494,1922,1528
G0011951,pothole,3680,2760,1522,1542,1694,1582
G0011952,pothole,3680,2760,1278,1618,1468,1660
G0011953,pothole,3680,2760,986,1742,1172,1768
G0011958,pothole,3680,2760,1344,1606,1432,1624
G0011967,pothole,3680,2760,2964,1688,3052,1718
G0011967,pothole,3680,2760,1384,1576,1470,1602
G0011967,pothole,3680,2760,1410,1558,1482,1576
G0011971,pothole,3680,2760,2440,1618,2482,1630
G0011974,pothole,3680,2760,2704,1578,2748,1592
G0011975,pothole,3680,2760,2406,1684,2456,1708
G0011975,pothole,3680,2760,2264,1416,2294,1426
G0011975,pothole,3680,2760,2030,1404,2064,1418
G0011976,pothole,3680,2760,2376,1446,2410,1458
G0011976,pothole,3680,2760,2066,1428,2110,1444
G0011977,pothole,3680,2760,2586,1506,2642,1522
G0011977,pothole,3680,2760,2130,1476,2194,1496
G0011977,pothole,3680,2760,2292,1574,2334,1600
G0011987,pothole,3680,2760,2042,1470,2086,1484
G0011987,pothole,3680,2760,2592,1444,2634,1454
G0011990,pothole,3680,2760,2860,1516,2940,1540
G0016154,pothole,3680,2760,2018,1338,2056,1348
G0016155,pothole,3680,2760,2092,1370,2140,1384
G0016232,pothole,3680,2760,2288,1336,2334,1348
G0016232,pothole,3680,2760,2328,1346,2368,1358
G0016233,pothole,3680,2760,2490,1402,2550,1420
G0016233,pothole,3680,2760,2558,1426,2622,1446
G0016234,pothole,3680,2760,3062,1584,3214,1642
G0016234,pothole,3680,2760,3328,1678,3512,1746
G0016288,pothole,3680,2760,2456,1622,2514,1670
G0016316,pothole,3680,2760,2486,1420,2534,1438
G0016325,pothole,3680,2760,1948,1302,1982,1312
G0016327,pothole,3680,2760,1982,1324,2034,1334
G0016328,pothole,3680,2760,2042,1350,2080,1362
G0016501,pothole,3680,2760,1608,1440,1696,1484
G0016502,pothole,3680,2760,2510,1540,2578,1558
G0016503,pothole,3680,2760,2426,1458,2498,1486
G0016513,pothole,3680,2760,1914,1280,1956,1294
G0016514,pothole,3680,2760,1904,1296,1952,1310
G0016515,pothole,3680,2760,1894,1324,1944,1340
G0016556,pothole,3680,2760,1372,1332,1410,1344
G0016557,pothole,3680,2760,1258,1360,1304,1374
G0016558,pothole,3680,2760,1048,1402,1116,1422
G0020197,pothole,3680,2760,2028,1698,2204,1762
G0020197,pothole,3680,2760,1664,1618,1816,1646
G0020197,pothole,3680,2760,2300,1516,2392,1556
G0020197,pothole,3680,2760,1962,1474,2026,1490
G0020197,pothole,3680,2760,2040,1474,2152,1494
G0020198,pothole,3680,2760,2766,1660,2958,1722
G0020198,pothole,3680,2760,2260,1538,2404,1566
G0020198,pothole,3680,2760,2126,1530,2218,1550
G0020198,pothole,3680,2760,1600,1476,1656,1492
G0020198,pothole,3680,2760,1524,1506,1576,1520
G0020199,pothole,3680,2760,2346,1704,2508,1742
G0020199,pothole,3680,2760,2600,1714,2838,1768
G0020199,pothole,3680,2760,1338,1664,1412,1678
G0020199,pothole,3680,2760,1422,1608,1494,1626
G0020205,pothole,3680,2760,2322,1618,2526,1664
G0020205,pothole,3680,2760,2084,1708,2350,1770
G0020205,pothole,3680,2760,2044,1486,2156,1502
G0020205,pothole,3680,2760,1874,1414,1930,1424
G0020205,pothole,3680,2760,2340,1442,2398,1454
G0020205,pothole,3680,2760,2324,1462,2464,1506
G0020206,pothole,3680,2760,2126,1562,2294,1586
G0020206,pothole,3680,2760,2554,1570,2750,1594
G0020206,pothole,3680,2760,2592,1538,2678,1564
G0020206,pothole,3680,2760,2472,1482,2550,1496
G0020206,pothole,3680,2760,1794,1544,1952,1568
G0020206,pothole,3680,2760,1796,1492,1948,1520
G0020206,pothole,3680,2760,1872,1432,1942,1446
G0020207,pothole,3680,2760,2318,1704,2596,1768
G0020207,pothole,3680,2760,3018,1708,3274,1768
G0020207,pothole,3680,2760,1756,1638,2020,1714
G0020207,pothole,3680,2760,1780,1546,1982,1580
G0020207,pothole,3680,2760,2676,1534,2786,1550
G0020207,pothole,3680,2760,2860,1590,2986,1614
G0020207,pothole,3680,2760,2946,1640,3112,1688
G0020207,pothole,3680,2760,1868,1446,1952,1464
G0020208,pothole,3680,2760,1730,1658,2054,1744
G0020208,pothole,3680,2760,3006,1618,3182,1650
G0020208,pothole,3680,2760,1864,1472,1972,1490
G0020212,pothole,3680,2760,936,1726,1130,1770
G0020212,pothole,3680,2760,1100,1604,1264,1664
G0020212,pothole,3680,2760,1254,1534,1314,1552
G0022105,pothole,3680,2760,1040,1498,1174,1528
G0022105,pothole,3680,2760,346,1458,380,1472
G0022106,pothole,3680,2760,1252,1548,1388,1582
G0022106,pothole,3680,2760,526,1464,582,1478
G0022107,pothole,3680,2760,1422,1624,1622,1674
G0022107,pothole,3680,2760,628,1472,692,1488
G0022108,pothole,3680,2760,742,1510,808,1528
G0022109,pothole,3680,2760,854,1550,930,1572
G0022110,pothole,3680,2760,1010,1602,1088,1632
G0022111,pothole,3680,2760,1176,1664,1266,1706
G0024291,pothole,3680,2760,2014,1522,2212,1552
G0024291,pothole,3680,2760,1672,1526,1860,1556
G0024291,pothole,3680,2760,1874,1492,1924,1512
G0024291,pothole,3680,2760,1682,1594,1758,1610
G0024291,pothole,3680,2760,2014,1522,2212,1552
G0024291,pothole,3680,2760,1672,1526,1860,1556
G0024291,pothole,3680,2760,1874,1492,1924,1512
G0024291,pothole,3680,2760,1682,1594,1758,1610
G0024292,pothole,3680,2760,1590,1702,1676,1730
G0024292,pothole,3680,2760,1634,1570,1860,1612
G0024292,pothole,3680,2760,1890,1524,1940,1536
G0024292,pothole,3680,2760,2064,1580,2302,1598
G0024292,pothole,3680,2760,1590,1702,1676,1730
G0024292,pothole,3680,2760,1634,1570,1860,1612
G0024292,pothole,3680,2760,1890,1524,1940,1536
G0024292,pothole,3680,2760,2064,1580,2302,1598
G0024293,pothole,3680,2760,2150,1632,2472,1676
G0024293,pothole,3680,2760,1914,1546,1972,1562
G0024293,pothole,3680,2760,1604,1630,1870,1682
G0024293,pothole,3680,2760,1344,1928,1540,1990
G0024293,pothole,3680,2760,2150,1632,2472,1676
